,Sentiment,URL,Title,Description,Date
0,0.6908,https://www.businessinsider.com/big-short-michael-burry-twitter-return-biggest-market-bubble-ever-2021-6,'Big Short' investor Michael Burry is back on Twitter - and warning of the biggest market bubble in history,"""Greatest Speculative Bubble of All Time in All Things. By two orders of magnitude,"" the Scion Asset Management chief tweeted.",2021-06-15
1,0.5267,https://www.reuters.com/business/global-markets-wrapup-1-2021-06-15/,"Asian shares rise in early trade, investors eye Fed meeting - Reuters","Asian shares rose early on Tuesday, tracking Wall Street higher, though investors looked to a much-anticipated Federal Reserve policy meeting to see if the central bank would signal any change to the U.S. monetary policy outlook.",2021-06-15
2,0.7845,https://www.reuters.com/world/middle-east/global-markets-wrapup-3-2021-06-15/,Shares in record-setting spree as Fed meeting looms - Reuters,"World stocks hit yet another record high on Tuesday, with European stocks poised for their longest winning streak since 2019 as investors bet likely ""transitory"" inflation pressures will stay the U.S. Federal Reserve's hand from signalling a shift in policy s…",2021-06-15
3,0.7717,https://www.reuters.com/article/us-global-markets-idUSKCN2DR05T,"GLOBAL MARKETS-Asian shares mixed, dollar strong as investors eye Fed meeting - Reuters","Asian shares had a mixed day on Tuesday and the dollar sat near multi-week highs ahead of a much-anticipated Federal Reserve policy meeting, which investors are watching for hints of any change to the U.S. monetary policy outlook.",2021-06-15
4,0.7717,https://www.reuters.com/world/middle-east/global-markets-wrapup-2-2021-06-15/,"Asian shares mixed, dollar strong as investors eye Fed meeting - Reuters","Asian shares had a mixed day on Tuesday and the dollar sat near multi-week highs ahead of a much-anticipated Federal Reserve policy meeting, which investors are watching for hints of any change to the U.S. monetary policy outlook.",2021-06-15
5,0.7351,https://www.marketwatch.com/story/saddle-up-for-a-summer-rally-in-the-stock-market-11623786354,Peter Morici: Saddle up for a summer rally in the stock market,Strong profits will carry stocks through the dog days of August and beyond,2021-06-15
6,0.0,https://www.fool.com/investing/2021/06/15/why-teslas-restaurant-plan-is-an-unprofitable-deto/,Why Tesla's Restaurant Plan Is an Unprofitable Detour,Tesla has undertaken many notable side projects in the past. But restaurants are much costlier than bottling a barrel of tequila.,2021-06-15
7,0.0,https://www.nytimes.com/2021/06/15/business/lordstown-motors-production.html,"In an about-face, Lordstown Motors says it will start production in September.","Lordstown said last week that it needed to raise more money and might not survive. Now, the company’s new executive chairwoman has said “It’s a new day at Lordstown Motors.”",2021-06-15
8,0.6249,https://www.bloomberg.com/news/newsletters/2021-06-15/money-stuff-lordstown-s-electric-truck-orders-were-vague,Money Stuff: Lordstown's Electric-Truck Orders Were Vague,"Wouldn’t it be funny if all the electric-vehicle startups went public by merging with special purpose acquisition companies, and they all marketed themselves to investors using ridiculously optimistic financial projections predicting that they’d all make $10 …",2021-06-15
9,0.7269,https://www.marketwatch.com/story/its-time-to-be-smart-like-soros-in-the-blow-off-stage-of-the-bull-market-in-stocks-11623788897,Revolution Investing: It’s time to be smart like Soros in the ‘blow-off’ stage of the bull market in stocks,"If you're an investor, you need to be flexible, neither a bull nor a bear.",2021-06-15
10,0.4215,https://finance.yahoo.com/news/microstrategy-sell-1b-worth-stock-065541027.html,MicroStrategy to Sell $1B Worth of Stock to Buy Bitcoin,"MicroStrategy will sell up to $1 billion worth of its stock to buy more bitcoin, according to a form published on June 14.",2021-06-15
11,0.0,https://seekingalpha.com/article/4434917-with-fsd-v9-tesla-is-becoming-an-ai-robotics-company,"With FSD V9, Tesla Is Becoming An AI Robotics Company","Tesla is close to releasing Full Self-Driving Version 9 or FSD v9, the latest version of its AI-assisted city driving software. Read this article to learn more.",2021-06-15
12,-0.5574,https://www.benzinga.com/markets/cryptocurrency/21/06/21560575/amp-crypto-strikes-major-gains-as-bitcoin-floats-above-40k-dogecoin-shiba-inu-muted,"Amp Crypto Strikes Major Gains As Bitcoin Floats Above $40K, Dogecoin, Shiba Inu Muted - Benzinga - Benzinga","<ol><li>Amp Crypto Strikes Major Gains As Bitcoin Floats Above $40K, Dogecoin, Shiba Inu Muted - Benzinga  Benzinga
</li><li>Elon Musk Juices Bitcoin Price Yet Again With His Stupid Tweets  Gizmodo
</li><li>Jim Cramer on bitcoin moving on comments from Elon…",2021-06-15
13,0.0,https://finance.yahoo.com/news/buy-tesla-stock-following-model-230258821.html,Buy Tesla Stock Following Model S Plaid Launch? Analyst Weighs In,"From the get-go, Tesla’s (TSLA) mission has been to stand out from the crowd; throughout the years, it has continued to do so in various ways. For one...",2021-06-15
14,-0.128,https://finance.yahoo.com/news/tesla-model-y-demand-shoots-144537289.html,"Tesla Model Y Demand Shoots Up, Long Range Variant Nearly Sold Out for Q3","The global Electric Vehicle manufacturer Tesla, Inc. (TSLA) seems to have nearly sold out the Model Y Long Range variant in Q3 based on recent registration...",2021-06-15
15,0.6369,https://finance.yahoo.com/news/linx-stock-buy-153912589.html,Is LINX Stock A Buy?,With the first-quarter round of 13F filings behind us it is time to take a look at the stocks in which some of the best money managers in the world preferred...,2021-06-15
16,0.296,https://www.barrons.com/articles/tesla-bulls-look-for-stock-catalysts-they-found-three-51623774479,Tesla Bulls Look for Stock Catalysts. They Found Three.,Bullish Tesla analysts are taking stock of recent performance and looking for catalysts that can drive shares higher in the second half of 2021.,2021-06-15
