,Sentiment,URL,Title,Description,Date
0,0.6114,https://markets.businessinsider.com/currencies/news/aswath-damodaran-cocky-investors-bitcoin-currency-store-value-federal-reserve-2021-6-1030511159,"Finance professor Aswath Damodaran warns investors not to get cocky, dismisses bitcoin as a currency or store of value, and blasts the Fed in a new interview. Here are the 11 best quotes.","Summary List PlacementFinance professor Aswath Damodaran warned investors not to get complacent, weighed in on Tesla's prospects, and argued that bitcoin fails as both a currency and a store of value in a RealVision interview released this week.
The professor…",2021-06-10
1,0.3818,https://www.fool.com/investing/2021/06/10/tesla-stock-headed-to-1000/,"Tesla Stock: Headed to $1,000?",Here's why this analyst thinks the growth stock could soar.,2021-06-10
2,0.0,https://www.marketwatch.com/story/we-put-6-more-meme-stocks-numbers-to-the-test-and-the-differences-are-telling-11623329444,Deep Dive: We put 6 more meme stocks’ numbers to the test and the differences are telling,"Digging deeper into the the meme stock phenomenon, there are big difference between Palantir, Wendy's, Canoo and other companies.",2021-06-10
3,-0.5411,https://www.theregister.com/2021/06/10/ring_of_fire_partial_eclipse/,"'Ring of fire' headed to northern UK – a partial solar eclipse, not the sensation you get after a potent vindaloo","Russia, Greenland, northern Canada will get the Full Monty
Dust off your funky eclipse sunglasses and your homemade pinhole projector – a partial solar eclipse is set to cast a blurry shadow across parts of the UK on Thursday.…<!--#include virtual='/data_cent…",2021-06-10
4,0.0772,https://www.bloomberg.com/news/articles/2021-06-10/tesla-s-splashy-event-may-underwhelm-as-battery-questions-loom,Tesla's Splashy Event May Underwhelm as Battery Questions Loom,Tesla Inc.’s glitzy marketing event Thursday to showcase its quickest car yet may not be the catalyst for shares such spectacles have been in the past.,2021-06-10
5,0.3612,https://www.fool.com/investing/2021/06/10/is-tencent-stock-a-buy/,Is Tencent Stock a Buy?,"As investors have flocked to SPACs, cryptocurrencies, and meme stocks, high-quality tech stocks like Tencent have become bargains.",2021-06-10
6,-0.2732,https://www.marketwatch.com/story/why-buying-a-car-will-be-harder-and-more-expensive-through-the-end-of-the-year-11623329547,: Why buying a car will be harder and more expensive through the end of the year,"As pent-up consumer demand for used and new vehicles meets a pandemic-fueled parts shortages, auto makers are changing the way they do business.",2021-06-10
7,-0.7506,https://www.bloomberg.com/news/features/2021-06-10/china-s-nio-faces-battle-royale-after-return-from-brink-of-ruin,China's Nio Faces Battle Royale After Return From Brink of Ruin,The electric carmaker is targeting the premium buyers that Tesla needs to realize its own ambitions,2021-06-10
8,0.1779,https://www.fool.com/investing/2021/06/10/the-mgm-deal-amazon-has-the-money-and-needs-the-co/,The MGM Deal: Amazon Has the Money and Needs the Content,Plus a look at other stock market news and an interview with Thomson Reuters automotive reporter Paul Lienert.,2021-06-10
9,0.0,https://www.fool.com/investing/2021/06/10/is-cathie-woods-robotaxi-thesis-realistic/,Is Cathie Wood's Robotaxi Thesis Realistic?,ARK's technology guru famously thinks self-driving taxis will replace personal vehicles in the not-very-distant future. Will they?,2021-06-10
10,0.34,https://www.bloomberg.com/news/articles/2021-06-10/a-43-billion-jump-in-adani-s-fortune-is-fraught-with-many-risks,A $43 Billion Jump in Adani's Fortune Is Fraught With Many Risks,"A rally in the stocks of companies controlled by Indian billionaire Gautam Adani has added almost $43 billion to his wealth this year, catapulting him to the spot of the second-richest person in Asia. Some analysts say the gains are fraught with risk.",2021-06-10
11,-0.4215,https://www.investors.com/market-trend/stock-market-today/dow-jones-jumps-as-yields-climb-on-hotter-than-expected-inflation-report-apple-stock-has-new-buy-point/,"Dow Jones Jumps, Yields Flatten After Hotter-Than-Expected Inflation Data; Tesla Stock Races Higher - Investor's Business Daily","<ol><li>Dow Jones Jumps, Yields Flatten After Hotter-Than-Expected Inflation Data; Tesla Stock Races Higher  Investor's Business Daily
</li><li>S&P 500 climbs to a new record close, shrugging off inflation fears  CNBC
</li><li>US STOCKS-Wall Street set for …",2021-06-10
12,-0.2263,https://www.thestreet.com/technology/electric-vehicle-checkpoint-jim-cramer-on-lordstown-losses-ford-momentum,"Electric Vehicle Checkpoint: Jim Cramer on Lordstown Losses, Ford Momentum","See the latest news for the top stocks in the electric vehicle space including Tesla, General Motors, NIO, XPeng, Fisker, and more.",2021-06-10
