,Sentiment,URL,Title,Description,Date
0,0.7351,https://www.reuters.com/business/autos-transportation/ex-tesla-president-sold-stocks-worth-247-million-since-june-10-sec-filing-2021-06-18/,Ex-Tesla president sold stocks worth $247 million since June 10-SEC filing - Reuters,"Long-time Tesla Inc (TSLA.O) executive and president Jerome Guillen, who left the company earlier in June, has sold an estimated $274 million worth of shares after exercising stock options since June 10, according to a filing with the Securities and Exchange …",2021-06-18
1,0.7343,https://www.marketbeat.com/originals/nio-stock-is-revving-up-but-should-you-jump-on-board/?utm_source=entrepreneurcom&amp;amp;utm_medium=entrepreneurcom,"Nio Stock is Revving Up, But Should You Jump on Board?","Nio is one of the more fascinating companies in the electric vehicle sector. However with NIO stock up 30% in the last month, it's beginning to show s...",2021-06-18
2,-0.4767,https://markets.businessinsider.com/currencies/news/big-short-michael-burry-warns-meme-stocks-crypto-crash-coming-2021-6-1030534935,'Big Short' investor Michael Burry warns the 'mother of all crashes' is coming - and predicts crypto and meme stocks will plummet,"""When crypto falls from trillions, or meme stocks fall from tens of billions, #MainStreet losses will approach the size of countries,"" Burry tweeted.",2021-06-18
3,-0.7906,https://www.vice.com/en/article/qj833w/tell-us-if-you-know-more-about-these-financial-crimes-investigated-by-the-sec,Tell Us If You Know More About These Financial Crimes Investigated By the SEC,"Motherboard obtained documents detailing a SEC investigation into Tesla, a failed ICO scam, a fictitious tender offer for Fitbit, and attempts to impersonate SEC officials.",2021-06-18
4,0.0,https://www.fool.com/investing/2021/06/18/3-stocks-that-turned-5000-into-35000-or-more/,"3 Stocks That Turned $5,000 Into $35,000 (or More)",Life-changing returns can come from a wide range of businesses.,2021-06-18
5,0.6249,https://www.marketwatch.com/story/buy-these-6-types-of-stocks-next-as-big-tech-falters-and-inflation-falls-says-swiss-bank-ubs-11624015475,"Need to Know: Buy these 6 types of stocks next as Big Tech falters and inflation falls, says Swiss bank UBS.","U.S. stocks are set for a mixed day ahead, following a tumultuous Thursday that saw technology companies help the Nasdaq eke out gains while the Dow and S&P 500 fell. It’s time to reevaluate the market landscape.",2021-06-18
6,-0.836,https://www.investors.com/market-trend/stock-market-today/dow-jones-dives-tech-stocks-slash-losses-tesla-stock-reverses/,"Dow Jones Dives, Tech Stocks Cut Losses; Tesla Reverses, While Adobe Jumps On Earnings - Investor's Business Daily","The Dow Jones Industrial Average dived over 425 points early Friday, as the blue-chip index headed for its worst week since January. Tesla stock reversed.",2021-06-18
7,0.3612,https://www.bloomberg.com/news/articles/2021-06-18/crypto-meme-stocks-michael-burry-warns-about-mother-of-all-crashes,Michael Burry Warns Retail Traders About the 'Mother of All Crashes',The fund manager of ‘Big Short’ fame issued a stark series of tweets about cryptocurrencies and meme stocks.,2021-06-18
8,-0.9042,https://www.foxbusiness.com/markets/stocks-tesla-banks-chipmakers-ebay-oil-gold-europe-asia,Stock futures slide as Dow heads for fifth day of losses - Fox Business,"<ol><li>Stock futures slide as Dow heads for fifth day of losses  Fox Business
</li><li>Dow drops 400 points at the open, extending losses in its worst week since January  CNBC
</li><li>Chris Toomey on Fed raising rates: Market thinks the Fed is on hold  CN…",2021-06-18
9,0.4854,https://seekingalpha.com/article/4435473-nio-vs-ford-stock-better-buy,NIO Vs Ford: Which Stock Is The Better Buy,"Both NIO and Ford have upside potential if things go right, but investors should consider risks before making an investment. See which stock is the better buy.",2021-06-18
