,Sentiment,URL,Title,Description,Date
0,0.6808,https://www.reuters.com/business/wall-street-notches-record-closing-high-earnings-economic-strength-2021-07-23/,"Wall Street notches record closing high on earnings, economic strength - Reuters","Wall Street gained ground for the fourth straight session on Friday, extending a rally that pushed all three major U.S. stock indexes to record closing highs as upbeat earnings and signs of economic revival fueled investor risk appetite.",2021-07-23
1,0.34,https://www.reuters.com/business/wall-street-surges-all-time-closing-high-earnings-economic-revival-2021-07-23/,"Wall Street surges to all-time closing high on earnings, economic revival - Reuters","Wall Street gained ground for the fourth straight session on Friday, extending a rally that pushed all three major U.S. stock indexes to record closing highs as upbeat earnings and signs of economic revival fueled investor risk appetite.",2021-07-23
2,0.128,https://www.reuters.com/article/usa-stocks-idUSL1N2OZ1IZ,"US STOCKS-Wall Street extends rally, S&P, Nasdaq on course for record closing highs - Reuters.com","* Indexes up: Dow 0.68%, S&P 1.00%, Nasdaq 0.99% (Updates to late afternoon, changes dateline, timeline)",2021-07-23
3,0.128,https://www.reuters.com/business/wall-street-extends-rally-sp-nasdaq-course-record-closing-highs-2021-07-23/,"Wall Street extends rally, S&P, Nasdaq on course for record closing highs - Reuters","Wall Street rallied for the fourth consecutive session on Friday, with the S&P 500 and the Nasdaq on track for record closing highs as upbeat earnings put investors in a buying mood.",2021-07-23
4,0.8316,https://www.marketbeat.com/originals/why-facebook-nasdaq-fb-is-looking-better-than-ever/?utm_source=entrepreneurcom&amp;amp;utm_medium=entrepreneurcom,Why Facebook (NASDAQ: FB) Is Looking Better Than Ever,"Since consolidating their 2020 gains in the first quarter of this year, shares of Facebook (NASDAQ: FB) have gone on to launch a fresh rally that’s st...",2021-07-23
5,0.3182,https://www.reuters.com/article/us-usa-stocks-weekahead-idUSKBN2ET210,Wall St Week Ahead-Big tech companies retake market reins with earnings on tap - Reuters,"The rally on Wall Street faces a fresh test next week with a flood of earnings reports from major U.S. companies, including the tech and internet behemoths that have recently retaken leadership of the market.",2021-07-23
6,0.0,https://www.businessinsider.com/10-things-before-the-opening-bell-july-23-2021-7,10 things before the opening bell,"Jobless claims on the rise, space tourism, and the lumber market.",2021-07-23
7,0.7003,https://www.currentaffairs.org/2021/04/surely-we-can-do-better-than-elon-musk/,Surely We Can Do Better Than Elon Musk,<p>Getting past the cult of Genius and the bleakness of capitalist futurism.</p>,2021-07-23
8,0.7783,https://stocknews.com/news/spy-what-investors-need-to-know-about-inflation-part-2/,What Investors Need to Know About Inflation: Part 2,Inflation is rising. What's the best way to protect the money you're saving for retirement?.,2021-07-23
9,0.0,https://www.fool.com/investing/2021/07/23/why-churchill-capital-iv-is-rising-today/,Why Churchill Capital IV Is Rising Today,The SPAC will finally merge with Lucid Motors.,2021-07-23
10,-0.4588,https://www.investors.com/news/tesla-stock-tesla-earnings-q2-2021/,"Tesla To Report Amid Production Uncertainty, Bitcoin Slump","Tesla will report Q2 earnings late Monday, amid chip and battery shortages and other issues hampering production. Tesla stock fell.",2021-07-23
11,0.0772,https://www.barrons.com/articles/tesla-stock-earnings-preview-51627061822,Tesla Earnings Are Coming. Here’s the One Number That Matters.,"Tesla second-quarter earnings will be very complicated. Figuring out if the stock will go up or down, however, shouldn't be.",2021-07-23
12,0.3612,https://www.fool.com/investing/2021/07/23/got-500-2-dirt-cheap-stocks-to-buy-right-now/,Got $500? 2 Dirt-Cheap Stocks to Buy Right Now,These top companies have competitive edges in the electric-vehicle and video-streaming industries.,2021-07-23
13,0.2263,https://www.nytimes.com/2021/07/23/us/politics/crypto-billionaires.html,Crypto Nomads: Surfing the World for Risk and Profit,A new generation of industry leaders have set up offshore trading exchanges largely beyond the reach of American regulators.,2021-07-23
14,0.6808,https://www.bloomberg.com/news/newsletters/2021-07-23/money-stuff-spac-shareholders-get-distracted,Money Stuff: SPAC Shareholders Get Distracted,"Churchill Capital Corp. IV is a special purpose acquisition company, a pot of money worth about $10.00 for each share that it issued. Its stock closed yesterday at $22.90 per share, which is more than $10.00. This is because it has announced a plan to merge w…",2021-07-23
15,0.2263,https://www.foxbusiness.com/markets/stocks-earnings-intel-twitter-snap-oil-gold-europe-asia,"Dow Jones, S&P, Nasdaq close in on records - Fox Business",U.S. stock markets were on a collusion course with all-time highs on Friday as they climbed for a fourth straight session.,2021-07-23
16,-0.0258,https://cleantechnica.com/2021/07/22/tesla-vehicle-registrations-stay-robust-amidst-supply-chain-tensions/,Tesla Vehicle Registrations Stay Robust Amidst Supply Chain Tensions,"Instead of focusing on impediments that could affect production quotas, Tesla has looked to the future supply of battery materials to meet growing demand.",2021-07-23
17,0.1803,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-rally-at-highs-apple-earnings-due-sell-tesla-stock/,"Dow Jones Futures: Stock Market Rally Back At Highs With Apple, Microsoft, Amazon, Google, Facebook On Tap; Hold Or Sell Tesla Stock?","The market rally is back at highs, but Apple and other tech titans are on tap. Hold or sell Tesla stock before earnings?",2021-07-23
18,0.0,https://www.kiplinger.com/investing/stocks/603172/tesla-tsla-q2-2021-earnings-4-things-to-watch,Tesla (TSLA) Q2 Earnings: 4 Things to Watch,"Our preview of the upcoming week's earnings reports includes Tesla (TSLA), Alphabet (GOOGL), Apple (AAPL), Microsoft (MSFT) and Facebook (FB).",2021-07-23
19,0.9118,https://cleantechnica.com/2021/07/23/teslas-competitive-advantages-batteries/,Tesla’s Competitive Advantages: Batteries,"YouTuber “Ticker Symbol: YOU” recently uploaded a video of ARK Invest’s Cathie Wood sharing some thoughts on Tesla’s huge growth and historic lead in the smart electric vehicle industry. The host of the video, Alex, explained that Tesla is one of the most dif…",2021-07-23
20,0.3818,https://www.bloomberg.com/news/articles/2021-07-23/wall-street-is-throwing-cheap-credit-at-ultra-wealthy-clients,Wall Street Is Throwing Cheap Credit at Ultra-Wealthy Clients,Billionaire hedge fund manager Alan Howard paid $59 million for a Manhattan townhouse in March. Just two months later he obtained a $30 million mortgage from Citigroup Inc.,2021-07-23
21,0.1531,https://finance.yahoo.com/news/25-pandemic-proof-stocks-160043541.html,25 Pandemic-Proof Stocks,"If you're worried about investing in the stock market, your financial advisor may spout the famous market truism made popular by TV host Jim Cramer, that...",2021-07-23
