,Sentiment,URL,Title,Description,Date
0,-0.8671,https://amp.theguardian.com/technology/2021/jul/29/ceos-told-to-think-before-they-tweet-after-just-eat-twitter-spat,CEOs told to ‘think before they tweet’ after Just Eat spat with Uber,"Boss’s Twitter rant against Uber Eats risks backfiring, as experts warn online outbursts can damage companies’ reputationChief executives are being warned to “think twice before they tweet” after the boss of takeaway company Just Eat Takeaway was told his Twi…",2021-07-29
1,0.743,https://www.reuters.com/business/wall-st-gains-with-upbeat-earnings-forecasts-2021-07-29/,Wall St gains with upbeat earnings and forecasts - Reuters,"U.S. stocks ended higher on Thursday, boosted by robust U.S. earnings and forecasts, while data showed the economy recovered to pre-pandemic levels in the second quarter.",2021-07-29
2,-0.8658,https://www.reuters.com/business/autos-transportation/us-charges-nikola-founder-trevor-milton-with-lying-investors-2021-07-29/,U.S. charges Nikola founder Trevor Milton with lying to investors - Reuters,"Trevor Milton, the founder and former executive chairman of Nikola Corp <a href=""https://www.reuters.com/companies/NKLA.O"" target=""_blank"">(NKLA.O)</a>, was criminally charged on Thursday with defrauding investors by lying to them about the electric- and hydr…",2021-07-29
3,0.0,https://www.fool.com/investing/2021/07/29/why-tesla-stock-jumped-5-today/,Why Tesla Stock Jumped 5% Today,"Might Tesla soon sell a $20,000 electric vehicle?",2021-07-29
4,0.7096,https://www.fool.com/investing/2021/07/29/wall-street-loves-these-2-nasdaq-stock-giants/,Wall Street Loves These 2 Nasdaq Stock Giants,Find out what's sending their shares sharply higher on Thursday.,2021-07-29
5,0.2732,https://thenextweb.com/news/aurora-spac-merger-genius-idea-or-a-cry-for-help-syndication,Is Aurora’s SPAC merger a genius idea or a cry for help?,"Self-driving car startup Aurora is ready to go public in a reverse merger with Reinvent Technology Partners Y, a special acquisition company (SPAC). The merger will give Aurora an infusion of cash to develop autonomous trucks and, later, self-driving passenge…",2021-07-29
6,0.7717,https://bgr.com/lifestyle/if-you-own-any-cryptocurrency-theres-a-secret-tax-loophole-that-can-save-you-thousands/,"If you own any cryptocurrency, there’s a secret tax loophole that can save you thousands","Recent weeks have seen a flurry of cryptocurrency news, from Tesla announcing just a few days ago that it’s still holding $1.3 billion worth of bitcoin — and that it’s also planning to accept bitcoin as payment soon. The city of Miami is also continuing to ta…",2021-07-29
7,0.0,https://www.autoblog.com/2021/07/29/vapor-ware-and-a-power-cord-nuggets-from-nikola-founder-indictment/,'Vapor ware' and a power cord: Nuggets from Nikola founder indictment,"Filed under:
 Government/Legal,Green,Truck,Electric,Hydrogen
 Continue reading 'Vapor ware' and a power cord: Nuggets from Nikola founder indictment
'Vapor ware' and a power cord: Nuggets from Nikola founder indictment originally appeared on Autoblog on Thu, …",2021-07-29
8,0.1531,https://jalopnik.com/ford-turned-a-surprise-profit-because-it-cant-make-cars-1847382269,Ford Turned A Surprise Profit Because It Can't Make Cars Fast Enough,"Ford said Wednesday that it had net income in the second quarter of $561 million, or a number better than the expected three months ago when it said that the chip shortage might cut production in April, May, and June by up to 50 percent. What might be bad tim…",2021-07-29
9,0.0,https://www.barrons.com/articles/tesla-stock-soars-here-are-four-reasons-why-51627592046,Tesla Stock Soars. Here Are Four Reasons Why.,A tweet from CEO Elon Musk was one. Ford was another.,2021-07-29
