,Sentiment,URL,Title,Description,Date
0,0.8555,https://www.marketwatch.com/story/teslas-sales-show-company-is-weathering-chips-shortage-better-than-other-auto-makers-11625247428,: Tesla’s sales show company is weathering chips shortage better than other auto makers,Tesla Inc.'s strong quarterly sales prompt Wall Street to praise the Silicon Valley car maker for navigating the ongoing chip and parts shortage and setting itself up for growth.,2021-07-02
1,0.5574,https://www.reuters.com/article/us-usa-stocks-idUSKCN2E8144,"US STOCKS-S&P 500, Nasdaq hit records on strong June jobs data - Reuters","The S&P 500 and Nasdaq scaled new highs on Friday, with the S&P up for a seventh straight day, after jobs data for June showed robust hiring but persistent weakness in the labor market that will keep the Federal Reserve from raising interest rates any time so…",2021-07-02
2,0.3321,https://www.fool.com/investing/2021/07/02/why-tesla-moved-higher-friday/,Why Tesla Stock Moved Higher Friday,Record quarterly deliveries weren't really much of a surprise to investors.,2021-07-02
3,0.0,https://www.barrons.com/articles/tesla-deliveries-stock-51625230475,Tesla Deliveries Weren’t a Home Run. Why the Stock Is Slipping.,"The company delivered 201,250 cars, another quarterly record.",2021-07-02
4,0.0,https://www.foxbusiness.com/lifestyle/tesla-beats-estimates-with-record-201250-q2-deliveries,"Tesla beats estimates with record 201,250 Q2 deliveries - Fox Business","Tesla posted a record quarter in Q2 with 201,250 deliveries. The result beat Wall Street estimates.",2021-07-02
5,-0.3407,https://www.barrons.com/articles/porsche-ferrari-tesla-stock-51625238013,Forget Tesla. The More Interesting EV Race is Porsche vs. Ferrari.,"Ferrari stock has surged, but Porsche represents an investment in the world’s largest auto maker, Volkswagen, which is spending aggressively on technology in electric vehicles.",2021-07-02
6,0.3818,https://www.barrons.com/articles/didi-stock-tumbles-virgin-galactic-soars-as-the-stock-market-chases-payrolls-higher-51625231489,"Didi Stock Tumbles, Virgin Galactic Soars as the Stock Market Chases Payrolls Higher",The stock market looks set for a higher open after the June payrolls report came in stronger than expected.,2021-07-02
7,0.5994,https://www.barrons.com/articles/li-auto-stock-june-ev-deliveries-51625230696,Li Auto June Deliveries Soar. Why the Stock Won’t.,"Chinese EV maker Li Auto reported blockbuster June deliveries, joining its peers NIO and XPeng in posting record numbers.",2021-07-02
8,0.0,https://www.fool.com/investing/2021/07/02/3-reasons-to-invest-in-crypto-and-1-reason-not-to/,3 Reasons to Invest in Crypto -- and 1 Reason Not to,Does cryptocurrency belong in your investment portfolio?,2021-07-02
9,0.8556,https://www.theinformation.com/articles/six-surprise-winners-and-losers-of-todays-tech-stock-market,Six Surprise Winners and Losers of Today’s Tech Stock Market,"What is driving Asana’s surging share price? Why is Lyft’s stock performing so well compared to Uber’s? Since the start of this year, tech stock performances have diverged sharply. While Amazon has gained less than 6%, Alphabet has rallied nearly 40%. Two oth…",2021-07-02
10,0.0,https://finance.yahoo.com/news/tesla-delivered-record-201-250-135008495.html,"Tesla Delivered a Record 201,250 Cars in Second Quarter","(Bloomberg) -- Tesla Inc. delivered 201,250 cars worldwide in the second quarter, a record for the electric-car maker led by Chief Executive Officer Elon...",2021-07-02
11,0.128,https://www.barrons.com/articles/tesla-stock-ev-deliveries-51625253495,Tesla Stock Gets No Help From Record Deliveries. Here’s What Wall Street Thinks.,"Tesla delivered more than 201,000 vehicles in the second quarter. Now Wall Street is weighing in.",2021-07-02
12,0.1779,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stock-market-rally-awaits-jobs-report-tesla-deliveries-shopify-paypal-snap-buy-points/,"Dow Jones Futures: Market Rally Awaits Jobs Report, Tesla Deliveries; SPCE Stock Rockets, Shopify Leads 5 Stocks With New Buy Points","Investors await the June jobs report and Tesla deliveries. PayPal, Snap, Shopify have new buy points.",2021-07-02
13,0.0,https://www.thestreet.com/markets/5-things-you-must-know-before-market-opens-friday-070221,"Jobs Report, Virgin Galactic, Tesla and Robinhood: 5 Things You Must Know",Stock futures waver ahead of key U.S. employment data; Tesla could issue deliveries numbers Friday; Virgin Galactic soars as next test flight set for July 11.,2021-07-02
14,-0.2732,https://seekingalpha.com/article/4437613-my-tech-portfolio-has-collapsed,My Tech Portfolio Has Collapsed,"In the previous portfolio review, I detailed how it had tripled in 2020. The portfolio consists of best-of-breed growth-tech companies, not unlike for example Ark Invest.",2021-07-02
15,0.4767,https://www.yahoo.com/lifestyle/first-drive-everrati-electric-porsche-120000301.html,First Drive: Everrati’s All-Electric Porsche 964 Restomod Demands Attention and Respect,"The UK-based automotive house takes the renowned 911 iteration and gives it Tesla batteries, 507 hp and plenty of new personality.",2021-07-02
16,0.0,https://www.forbes.com/sites/greatspeculations/2021/07/02/with-bitcoin-at-34k-consider-these-crypto-stocks/,"With Bitcoin At $34K, Consider These Crypto Stocks","Bitcoin prices have crashed from levels of around $62,000 in mid-April to just about $34,000 as of Wednesday. The crypto bear market appears to be driven by a host of factors, including China’s crackdown on Bitcoin trading and mining and Tesla’s unexpected re…",2021-07-02
17,0.0,https://www.thestreet.com/investing/premarket-movers-friday-virgin-galactic-tesla-iterum-didi,"Premarket Movers Friday: Virgin Galactic, Tesla, Iterum, Didi","Stocks moving in premarket trading Friday include Virgin Galactic, Tesla, Iterum Therapeutics, Didi Global and Krispy Kreme.",2021-07-02
18,0.0,https://www.investors.com/market-trend/stock-market-today/dow-jones-today-futures-hunker-down-ahead-of-jobs-data-virgin-galactic-soars-cerence-rallies-on-sp-400-entry/,"Dow Jones Today, Futures Hunker Down Ahead Of Jobs Data; Virgin Galactic Soars; Cerence Rallies On S&P 400 Entry","Cerence, Apple and biotech Alector were early leaders as stock futures and the Dow Jones today upshifted after June payrolls data.",2021-07-02
19,0.6908,https://www.cnbc.com/2021/07/02/what-to-watch-stock-futures-rise-after-release-of-june-jobs-report.html,What to watch today: Stock futures rise after June jobs report tops expectations,All three major U.S. stock indexes are higher this week and on pace for their second consecutive weekly gains.,2021-07-02
20,-0.128,https://www.valuewalk.com/car-shortages-tesla-allegedly-sold-out/,Car Shortages; Tesla Allegedly Sold Out,"Whitney Tilson’s email to investors discussing car shortages; Tesla Inc (NASDAQ:TSLA) allegedly sold out; here’s how Biden aims to increase electric car sales; what is a flying car? Q1 2021 hedge fund letters, conferences and more Car Shortages: Tesla Alleged…",2021-07-02
