,Sentiment,URL,Title,Description,Date
0,0.4939,https://www.fool.com/investing/2021/07/17/tesla-too-pricey-buy-these-3-ev-stocks-instead/,Tesla Too Pricey? Buy These 3 EV Stocks Instead,"There are some exciting EVs hitting the market, and they're not all from Tesla.",2021-07-17
1,0.7351,https://www.fool.com/investing/2021/07/17/3-renewable-energy-stocks-to-buy-if-the-market-cra/,3 Renewable Energy Stocks to Buy If the Market Crashes,"Sooner or later, the next Wall Street plunge is coming, and these stocks will be great to buy at a discount.",2021-07-17
2,0.0,https://www.investors.com/news/jpmorgan-home-depot-lead-dow-jones-stocks-near-buy-points/,"JPMorgan, Home Depot Lead 5 Dow Jones Stocks Near Buy Points",JPMorgan and Home Depot lead five Dow stocks to watch as they near buy points. Both have reported earnings.,2021-07-17
3,0.0,https://www.iphoneincanada.ca/tesla/tesla-launches-full-self-driving-subscriptions-canada-still-waiting/,"Tesla Launches Full Self-Driving Subscriptions, Canada Still Waiting","$199 USD/month for a Tesla with Basic Autopilot, $99 USD/month for a Tesla with Enhanced Autopilot. 
Continue reading Tesla Launches Full Self-Driving Subscriptions, Canada Still Waiting at iPhone in Canada Blog.",2021-07-17
4,0.8779,https://seekingalpha.com/news/3716075-looking-into-option-bofa-lists-its-top-covered-call-plays-for-august,Tesla stands out in BofA list of best covered call options plays: Alpha Tactics,"For those who own shares where they see just a little upside from current levels, writing covered calls can boost returns.",2021-07-17
5,0.2598,https://www.topspeed.com/cars/car-news/a-remote-control-car-steps-up-against-the-invincible-model-s-plaid-and-defeats-it-ar192256.html,A Remote Control Car Steps Up Against The Invincible Model S Plaid... And Defeats It!,"The folks at ‘That Racing Channel’ laid their hands on the new Tesla Model S Plaid. We’ve seen the quickest production EV in action many times, but it still manages to surprise us every single time. The Model S Plaid has slaughtered the GT-R on a drag strip i…",2021-07-17
6,0.4767,https://www.livemint.com/companies/news/binance-pulls-plug-on-digital-stocks-amid-regulatory-scrutiny-11626508534988.html,Binance pulls plug on digital stocks amid regulatory scrutiny,"Stock tokens will be unavailable for purchase on the crypto exchange effective immediately, Binance said; customers can sell over the next 90 days",2021-07-17
7,-0.7184,https://nypost.com/2021/07/17/the-shocking-ways-weworks-ex-ceo-adam-neumann-treated-staff/,The shocking and rude ways WeWork’s ex-CEO Adam Neumann treated staff,"WeWork founder Adam Neumann and his wife, Rebekah, treated workers as personal servants as they partied around the world, a shocking new book reveals.",2021-07-17
8,0.0,https://www.bloombergquint.com/business/goldman-says-ignore-those-stock-swings-it-s-only-options-noise,Goldman Brushes Aside Stocks’ Volatile Day as Mere Options Noise - BloombergQuint,"Don’t read too much into the stock market’s volatility Friday, especially when it comes to the technology giants.",2021-07-17
9,-0.9136,https://www.freitag.de/autoren/dklose/jemenkrieg-mosaik-751b-yemen-war-mosaic-751b,Yemen Press Reader 751b: | Jemenkrieg-Mosaik 751b- Yemen War Mosaic 751b,"17. Juli 2021: Fortsetzung von Jemenkrieg-Mosaik 751, cp6 - cp19 / July 17, 2021: Sequel to Yemen War Mosaic 751, cp6 - cp19 Eingebetteter MedieninhaltEingebetteter MedieninhaltEingebetteter MedieninhaltDies ist die Fortsetzung von Jemenkrieg-Mosaik 751, Teil…",2021-07-17
