,Sentiment,URL,Title,Description,Date
0,0.0,https://www.reuters.com/business/autos-transportation/musk-trial-asks-2-bln-question-who-controls-tesla-2021-07-09/,Musk trial asks the $2 bln question: Who controls Tesla? - Reuters,"Does Elon Musk control Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> or does Tesla control Elon Musk?",2021-07-09
1,0.7351,https://www.marketwatch.com/story/tesla-bull-calls-this-auto-giants-35-billion-electric-strategy-a-renaissance-and-says-the-stock-could-soar-11625824004,: Tesla bull calls this auto giant’s $35 billion electric strategy a ‘renaissance’ and says the stock could soar,"This tech analyst has said that General Motors is headed for a “renaissance” of growth in electric-vehicles, initiating coverage of the stock and giving the shares a price target implying that they could rise 50%.",2021-07-09
2,-0.0772,https://www.marketwatch.com/story/gm-stock-jumps-after-wedbush-analyst-calls-it-a-disruptive-technology-play-11625832257,The Ratings Game: GM stock jumps after Wedbush analyst calls it a ‘disruptive technology play’,"Shares of General Motors Co. rallied Friday, putting them on track to snap a five-day losing streak, after a bullish call from Wedbush analyst Dan Ives, who said the automaker is now a ""disruptive technology play"" given Chief Executive Mary Barra's ""laser foc…",2021-07-09
3,-0.4588,https://www.marketwatch.com/story/heres-what-a-megadrought-in-north-america-means-for-investors-and-possibly-the-fed-2021-07-09,"NewsWatch: Here’s what a megadrought in North America means for investors — and, possibly, the Fed","David Friedberg, the founder and chief executive of San Francisco investment firm The Production Board, laid out the investment implications of the worsening mega drought affecting North America",2021-07-09
4,0.0229,https://www.fool.com/investing/2021/07/09/why-is-tesla-underperforming-the-market/,Why Is Tesla Underperforming The Market?,The market seems to care more about FUD than record-breaking deliveries and China sales.,2021-07-09
5,0.8591,https://economictimes.indiatimes.com/news/international/business/elon-musk-trial-asks-the-2-billion-question-who-controls-tesla/articleshow/84277065.cms,Elon Musk trial asks the $2 billion question: Who controls Tesla?,"The union pension funds and asset managers leading the case want Musk to repay to Tesla the cost of the $2.6 billion deal and to disgorge the profits on his SolarCity stock. If they win, it would be one of the largest judgments against an individual.",2021-07-09
6,-0.4588,https://www.carscoops.com/2021/07/shareholders-ask-2-6-billion-question-does-tesla-control-musk-or-does-musk-controls-tesla/,Shareholders Ask $2.6 Billion Question: Does Tesla Control Musk Or Does Musk Controls Tesla?,Whether Elon Musk controls Tesla will be at the heart of the question if he forced Tesla to buy a company for his own enrichment.,2021-07-09
7,0.8225,https://www.forbes.com/sites/greatspeculations/2021/07/09/nvidias-stock-up-35-since-split-announcement-are-intuit-alphabet-and-amazon-next/,"Nvidia’s Stock Up 35% Since Split Announcement, Are Intuit, Alphabet And Amazon Next?",Nvidia stock rallied by a whopping 35% since May 21st when the company announced its first stock split in nearly two decades. While a part of the rally was driven by a strong set of Q1 earnings and some positive developments related to the company’s proposed …,2021-07-09
8,-0.4404,https://www.forbes.com/sites/billybambrough/2021/07/09/tesla-billionaire-elon-musk-issues-bitcoin-and-ethereum-warning-and-calls-for-maximizing-dogecoin-upgrade-after-price-crash/,Tesla Billionaire Elon Musk Issues Serious Bitcoin And Ethereum Warning—And Calls For ‘Maximizing’ Dogecoin Upgrade After Price Crash,"Tesla billionaire Elon Musk, who's repeatedly backed dogecoin over bitcoin, ethereum and other cryptocurrencies in recent months, has again gone to bat for the meme-based cryptocurrency...",2021-07-09
9,0.6249,https://www.bloomberg.com/news/newsletters/2021-07-09/our-best-reads-of-the-week,Our Best Reads of the Week,"There are pitfalls aplenty in the world of business. We check out the new scheme that’s snaring crypto fans, and review a cheeky scam that bilked Microsoft. We dig deep into why China has turned on Tesla and cracked down on homegrown hero Didi. We also query …",2021-07-09
10,0.0,https://finance.yahoo.com/news/musk-trial-asks-2-billion-101450618.html,Musk trial asks the $2 billion question: Who controls Tesla?,Does Elon Musk control Tesla Inc or does Tesla control Elon Musk?  Shareholders allege that Musk used his control of Tesla to force the company in 2016 to...,2021-07-09
11,0.8957,https://cleantechnica.com/2021/07/09/tesla-of-china-xpeng-set-to-join-hang-seng-composite/,“Tesla of China” XPeng Set to Join Hang Seng Composite,"XPeng has been dubbed the “Tesla of China” by more than one outlet in recent months. Based on its strong starting sales performance and its significant growth since, it may not be a totally unlikely analogy — and investors hope the comparisons to Tesla contin…",2021-07-09
12,0.0,https://seekingalpha.com/article/4438392-blink-charging-1200-percent-later-still-a-buy,"Blink Charging: 1,200% Later, Still A Buy?","Blink Charging has rallied over 1,000% since my initial coverage on Seeking Alpha PRO back in March 2019. Read why BLNK stock is fairly to slightly undervalued.",2021-07-09
13,0.4588,https://www.bloomberg.com/news/newsletters/2021-07-09/hyperdrive-daily-autonomous-vehicle-startups-take-the-money-keep-the-training-wheels,"Hyperdrive Daily: Autonomous-Vehicle Startups Take the Money, Keep the Training Wheels","Welcome to the Hyperdrive daily briefing, decoding the revolution reshaping the auto world, from EVs to self-driving cars and beyond.",2021-07-09
14,0.0,https://www.forbes.com/sites/greatspeculations/2021/07/09/is-velodyne-stock-a-buy-after-big-sell-off/,Is Velodyne Stock A Buy After Big Sell-Off?,"Velodyne Lidar, a company that produces lidar sensors used in autonomous vehicles, has seen its stock decline by about 15% over the last week (five trading days). The stock also remains down by over 50% year-to-date. The recent decline comes as the company wa…",2021-07-09
15,0.0772,https://finance.yahoo.com/news/tesla-fined-germany-report-095219459.html,Tesla To Be Fined in Germany – Report,"Tesla's (TSLA) push to start manufacturing electric vehicles in Germany is already facing challenges. Citing the Tagesspiegel newspaper, Reuters reports that...",2021-07-09
16,0.0,https://www.wsj.com/articles/richard-bransons-virgin-galactic-flight-kick-starts-space-tourism-11625832000,Richard Branson’s Virgin Galactic Flight Kick-Starts Space Tourism - The Wall Street Journal,"<ol><li>Richard Branson’s Virgin Galactic Flight Kick-Starts Space Tourism  The Wall Street Journal
</li><li>Virgin Galactic Stock Is Soaring Because Investors Are Buying the Rumor  Barron's
</li><li>KFOX14 given Spaceport America tour days before space fli…",2021-07-09
17,-0.4939,https://finance.yahoo.com/news/tesla-shares-form-death-cross-140046201.html,"Tesla Shares Form Death Cross, Portending Further Declines",(Bloomberg) -- Tesla Inc. shares formed a trading pattern Friday that is closely watched by traders as it often precedes further losses for the stock.The...,2021-07-09
18,-0.2263,https://www.investors.com/news/nio-stock-tesla-china-rival-expands-battery-swap-stations/,Nio Throws New Challenge At Tesla As Competition Heats Up,"The Tesla of China plans 4,000 battery-swap stations for electric vehicles by 2025. Nio stock reversed lower.",2021-07-09
19,0.0,https://www.fool.com/investing/2021/07/09/as-companies-move-to-texas-kilroy-realty-follows/,"As Companies Move to Texas, Kilroy Realty Follows",This office REIT is positioning itself to house tenants fleeing higher-cost West Coast office markets.,2021-07-09
20,0.34,https://seekingalpha.com/article/4438425-tracking-philippe-laffonts-coatue-management-portfolio-q1-2021-update,Tracking Philippe Laffont's Coatue Management Portfolio - Q1 2021 Update,Philippe Laffont’s 13F portfolio value decreased from $26.73B to $18.24B this quarter. Read more to know...,2021-07-09
21,0.0258,https://www.investors.com/etfs-and-funds/etf-leaders/hot-stocks-apple-microsoft-nvidia-lead-lower-risk-tech-play-near-buy-point/,"Hot Stocks Apple, Microsoft, Nvidia Lead Lower-Risk Tech Play Near Buy Point - Investor's Business Daily","Investors seeking access to hot stocks in tech, artificial intelligence and self-driving cars but afraid of high risks have several options.",2021-07-09
22,0.8658,https://finance.yahoo.com/news/10-best-vanguard-stocks-buy-145652953.html,10 Best Vanguard Stocks to Buy Now,"In this article, we discuss the 10 best Vanguard stocks to buy now based on Vanguard Group’s holdings.. If you want to skip our detailed analysis of these...",2021-07-09
23,0.8885,https://investorplace.com/2021/07/the-7-best-tech-stocks-to-buy-in-july/,The 7 Best Tech Stocks to Buy in July - Investorplace.com,High growth and solid prospects make the tech sector a compelling place to be. Here are seven tech stocks to buy this July.,2021-07-09
